GB%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,SwStr%,F-Strike%,K%,BB%,Pitches,IP
34.8,30.9,65.2,63.1,83.1,45.9,11.2,59.7,27.6,8.2,2213,131
51.9,23.2,65.4,68.9,87.1,52.0,7.8,62.6,13.9,6.3,3022,203
29.9,32.3,67.1,70.7,84.9,41.3,9.7,61.6,24.2,8.2,3028,168
43.5,21.6,69.1,57.1,87.2,55.2,9.0,59.7,17.0,6.9,3056,196.1
54.5,26.4,65.5,75.2,92.5,46.6,5.8,62.3,14.7,7.1,2701,176.2
35.5,23.3,64.5,72.5,84.0,54.6,8.5,57.8,15.5,8.0,2788,181
48.0,29.5,66.6,67.7,85.4,48.6,9.6,65.8,22.5,7.9,2690,165.2
43.6,28.9,66.1,73.5,89.6,47.1,7.3,63.2,14.4,5.7,3235,202.2
44.0,18.9,67.9,53.3,90.0,55.2,7.7,61.7,12.9,6.7,2739,174.1
51.3,17.9,66.6,62.8,91.3,52.7,6.2,55.9,11.5,8.0,3238,207
45.1,17.0,71.4,45.3,82.6,53.3,11.0,54.0,20.2,9.7,3123,187.1
40.2,25.9,61.8,56.5,83.3,49.4,10.8,61.8,18.5,7.4,2547,159
41.9,16.2,68.9,72.6,82.4,51.6,8.4,52.0,16.0,12.5,3469,204.2
36.1,21.5,69.4,50.0,86.0,49.1,10.3,52.1,20.3,10.7,1790,106.2
44.2,29.2,66.0,65.7,85.0,44.5,9.9,60.0,19.8,9.0,1842,115.1
51.5,22.6,63.8,63.9,92.1,60.1,6.2,68.1,12.5,3.0,2703,198
42.3,27.6,67.9,56.7,88.2,51.3,9.9,63.2,18.0,5.6,3328,219.2
50.6,25.5,59.8,53.7,85.3,44.1,10.4,53.0,21.7,13.1,3221,182.2
45.7,33.2,68.3,68.1,91.3,47.8,8.4,64.5,16.7,4.6,2677,187
45.0,30.8,65.4,68.5,89.6,46.5,8.3,67.5,23.5,5.6,2505,158.2
43.0,27.6,72.4,70.1,92.3,57.6,6.7,65.4,11.4,2.3,3001,213
43.7,24.3,68.8,61.6,91.5,52.4,7.6,57.6,12.2,6.2,3498,230.1
30.6,30.4,74.1,68.4,81.5,40.1,11.2,54.0,21.0,10.1,2627,143.1
35.2,31.8,61.1,69.4,87.5,43.2,8.8,66.7,18.9,5.9,2598,156.1
22.3,33.5,67.0,76.5,86.7,43.6,8.2,63.1,16.2,7.3,1847,115
40.4,29.4,61.6,74.4,89.5,41.5,7.0,54.6,14.3,8.8,3068,184.1
44.8,28.4,62.5,66.7,88.4,44.8,8.5,67.1,26.2,7.7,3176,188.2
49.8,20.2,68.3,36.0,85.6,52.2,11.3,57.5,21.5,9.6,3130,190.2
41.4,21.4,65.8,58.8,85.2,57.3,9.3,58.8,16.0,7.2,3393,225.1
35.6,20.2,67.5,63.9,85.2,52.7,8.7,56.2,21.9,10.6,3306,190.2
36.1,30.4,60.9,69.0,88.6,44.6,8.2,57.1,17.7,9.9,3250,199.1
51.4,25.7,66.3,63.6,87.7,48.9,8.8,60.3,16.9,7.9,2303,147.1
46.3,17.4,70.4,49.1,86.5,56.3,9.1,60.8,18.2,7.5,3515,216.2
45.3,31.1,63.7,77.2,89.4,39.1,6.9,59.0,15.9,5.8,3299,203.2
40.3,28.1,61.2,66.7,82.7,45.5,9.9,65.9,17.7,7.7,2925,179.2
56.5,22.1,69.0,70.8,90.6,50.6,6.4,55.4,11.6,7.0,2404,158
57.9,29.9,63.4,58.9,90.9,45.9,9.2,53.6,16.3,7.1,2351,145
55.9,24.6,59.6,65.3,88.8,42.7,7.7,57.4,16.3,9.1,3385,207.2
44.7,19.1,66.6,63.5,87.1,53.7,7.7,55.5,13.9,8.2,3179,199
44.9,24.0,69.3,59.6,86.8,57.2,9.3,64.5,13.7,5.2,2975,199
48.4,25.7,64.6,70.4,90.8,49.7,6.8,62.1,12.8,5.3,3231,199
42.3,31.8,64.2,80.6,89.7,51.1,6.4,66.6,16.7,2.9,2706,194.2
42.9,26.3,61.5,62.5,90.9,44.8,7.9,59.2,17.8,9.1,3287,194.2
34.2,24.1,65.9,70.4,89.3,47.3,7.1,54.0,13.9,10.9,3093,190.1
48.4,18.9,66.8,63.7,88.3,50.7,7.4,59.6,13.6,8.0,3049,188
36.7,30.0,63.3,62.9,85.3,43.4,10.3,59.1,23.4,8.8,2014,125.1
50.0,20.2,65.6,50.4,89.4,50.1,8.5,55.5,15.0,10.3,2787,166.1
53.6,35.2,67.3,62.6,93.1,43.9,9.4,61.7,18.6,4.1,2310,162
52.0,33.3,68.9,59.3,86.8,40.4,11.7,58.4,21.1,10.2,2459,149
32.7,31.0,69.0,69.5,89.9,44.7,8.4,66.1,20.5,6.1,2367,144.2
33.9,29.5,63.1,74.4,89.5,46.4,7.1,63.0,16.1,9.4,2414,140.1
56.6,21.6,68.8,72.2,94.8,48.3,4.8,57.5,7.8,7.9,2404,159.2
46.0,29.0,64.1,67.8,90.9,45.3,7.8,61.6,19.7,6.0,3445,220
39.4,25.1,66.4,71.7,90.4,48.2,6.7,60.4,15.2,9.3,3575,215.2
60.8,21.3,65.1,57.5,91.9,52.5,7.0,61.7,12.1,6.1,3272,211.1
43.1,17.5,65.5,54.1,91.8,52.4,6.6,59.6,13.8,9.3,3237,189.2
37.4,13.9,68.3,60.3,88.6,56.3,6.8,59.0,16.0,7.1,3129,189.2
44.0,31.1,66.8,78.7,92.5,41.5,6.0,57.8,12.8,5.7,2921,185.1
35.3,32.1,64.7,68.9,88.1,42.4,9.0,56.4,21.6,9.1,2591,153
40.2,28.9,66.3,61.3,88.6,44.9,9.6,61.3,19.0,8.7,3017,176.2
40.4,23.7,67.8,62.1,85.0,51.2,9.6,56.6,20.1,11.0,2540,140
38.4,19.4,68.6,60.4,92.9,56.4,6.2,62.5,12.5,5.8,2959,196
45.5,30.1,61.4,67.1,90.7,38.1,8.3,57.1,19.4,10.0,2292,135.2
59.5,28.5,67.2,63.7,88.9,41.8,9.1,54.5,10.5,10.2,2072,131.1
44.2,22.8,66.8,64.0,91.9,52.0,6.8,60.9,11.2,5.7,2875,178.2
41.1,25.1,65.5,68.3,87.9,51.3,7.9,60.6,14.3,6.3,2741,185
49.2,26.4,63.6,71.1,90.5,39.3,7.0,55.9,18.6,8.5,3048,180.2
43.1,27.6,66.7,71.6,85.1,41.2,8.7,60.7,20.2,7.1,2572,157
36.1,29.8,69.7,71.0,87.0,49.3,8.8,63.0,20.0,8.0,3007,176.1
46.4,25.1,63.1,58.2,88.2,44.4,9.2,56.9,26.2,8.0,3148,176.1
32.4,31.9,67.7,71.9,87.5,47.6,8.7,65.8,20.3,5.6,3219,191.1
49.5,22.7,69.4,48.6,88.9,54.6,9.5,62.3,13.1,6.5,3115,210.2
51.2,26.9,63.6,71.7,91.1,42.2,6.8,56.3,15.8,7.2,1675,105.1
47.5,19.5,68.4,73.5,91.4,56.9,5.6,63.6,10.5,4.3,3057,202
45.2,22.9,67.1,58.9,89.3,53.0,8.2,59.9,12.6,5.8,3202,204
50.6,25.3,62.7,76.7,90.8,49.4,5.8,58.8,12.5,7.1,2125,141.2
34.9,30.2,69.9,64.0,81.8,42.2,11.7,61.2,25.8,8.6,2462,137.1
44.6,31.7,59.5,83.0,91.5,44.6,5.2,62.4,14.0,5.4,1654,103
39.4,30.4,66.0,73.7,90.2,40.1,7.4,62.6,14.5,7.1,1925,118
37.4,24.7,69.1,63.4,84.7,55.1,9.7,59.5,13.2,8.1,3107,201.2
59.0,29.1,67.4,70.9,86.3,45.6,8.8,61.1,16.9,7.0,2050,133
46.0,26.4,58.5,79.1,90.2,43.4,5.6,60.9,18.1,8.0,2192,133
47.5,30.7,69.2,67.4,86.7,41.2,9.7,56.4,17.1,8.6,2312,148
47.7,27.2,62.9,65.0,88.3,50.4,8.4,59.9,19.2,8.1,2947,173.2
52.2,29.0,67.0,67.9,87.9,47.7,8.7,59.7,18.0,7.3,2638,154.1
49.7,24.9,66.0,53.7,89.7,52.3,9.0,61.8,19.2,7.5,3486,214.1
42.0,20.3,62.8,69.7,90.8,49.2,5.9,49.9,14.0,11.2,1845,105
50.7,24.3,65.0,62.6,89.7,57.1,7.6,63.9,13.6,4.3,2802,210
53.6,14.6,68.8,64.0,91.4,55.0,5.6,57.1,10.9,6.5,3100,207.2
45.0,32.1,70.3,68.9,89.8,43.0,8.8,57.8,16.4,4.7,2165,137
45.7,24.6,70.3,47.4,89.1,56.9,9.9,66.1,16.3,4.5,3127,218.1
45.7,22.1,66.1,45.4,90.1,45.1,9.6,51.7,15.8,12.7,3134,188.1
40.3,30.1,65.4,71.9,84.1,48.0,9.4,61.0,18.8,7.5,3505,224.2
47.8,20.5,66.8,64.8,90.3,52.8,6.8,61.9,13.8,8.6,2610,164.2
38.9,29.0,66.7,72.2,86.8,44.4,8.4,55.2,18.8,10.3,2899,171
39.2,27.1,64.6,66.5,87.3,46.1,8.6,55.0,21.2,9.7,2802,171
51.2,30.8,67.9,79.3,92.8,44.9,5.7,61.7,12.2,6.3,2565,171
40.3,18.8,69.1,55.7,86.5,54.5,8.9,59.2,12.7,5.9,3173,203
50.1,24.6,68.1,77.7,93.9,50.7,4.8,64.1,8.8,4.0,2893,203
34.7,23.4,66.4,57.9,88.1,52.2,8.8,61.6,16.6,7.8,2844,166.2
45.3,27.8,63.4,67.7,89.6,47.8,7.8,59.7,18.3,10.1,3221,188
34.9,25.8,68.6,63.6,88.1,51.6,8.6,59.7,20.2,6.1,2668,162.1
40.6,30.0,64.8,75.0,89.3,46.3,7.2,62.3,19.8,7.6,2710,158
41.7,25.5,65.8,58.9,89.2,53.6,8.7,61.6,20.1,5.7,1568,100.1
52.3,30.7,64.7,56.4,86.6,43.5,11.3,57.0,22.1,10.7,2026,121.2
40.7,20.3,64.6,59.0,88.7,57.8,7.7,65.6,16.9,4.6,3374,224
56.2,24.2,68.7,61.4,89.6,56.2,8.0,62.8,12.8,4.8,1635,117.1
56.4,28.2,63.7,66.0,92.6,44.0,7.4,56.4,14.9,7.9,3333,202.2
44.1,31.8,67.0,66.8,86.0,46.8,10.0,63.7,20.8,6.5,2311,134.1
38.1,29.9,66.7,56.3,82.2,47.4,12.5,64.1,25.1,6.1,2181,134.1
48.2,30.3,65.1,70.8,89.5,48.9,7.8,69.6,16.7,5.0,1741,113
44.4,22.9,65.1,58.9,86.3,51.7,9.1,60.4,17.9,6.8,3485,215.1
49.3,26.4,65.5,72.5,92.3,56.0,6.0,66.5,12.2,3.7,2570,194
32.0,21.2,63.2,51.3,88.4,50.3,8.8,52.9,21.3,12.4,3366,194
44.2,32.1,65.6,68.3,87.6,44.9,9.2,57.0,16.1,7.4,2711,172.2
49.5,29.6,62.3,61.4,89.5,47.2,9.1,58.5,10.5,7.4,1666,108.2
49.3,30.3,68.3,57.3,92.4,40.8,9.8,58.4,19.5,8.4,1882,115
52.1,30.1,63.9,69.8,92.7,41.0,7.2,58.0,14.7,8.3,2532,166
50.2,27.5,63.1,65.8,90.8,43.4,7.7,59.1,15.1,8.1,2131,138.1
35.3,20.8,62.5,57.4,87.7,55.2,8.1,63.7,16.9,6.8,3432,210.2
39.8,22.4,72.4,47.8,82.9,53.3,12.0,58.9,20.8,9.2,3275,200
57.6,19.9,69.9,61.7,93.4,54.8,5.9,57.4,10.1,6.0,3115,212.2
39.4,21.5,68.0,73.4,91.2,53.7,5.9,59.0,11.1,6.5,3293,208.1
37.2,15.8,69.9,45.0,85.2,55.2,9.6,57.5,15.8,8.9,2984,180.2
40.5,29.3,65.5,69.5,88.2,50.2,8.4,60.8,20.3,7.0,2119,125.1
31.0,28.9,65.7,72.4,85.5,49.0,8.7,57.0,16.8,8.4,2677,161.1
51.6,19.2,66.2,51.9,88.0,60.0,8.4,62.3,14.5,3.9,3099,225
39.0,28.5,65.8,59.9,84.3,38.2,11.0,61.1,22.2,11.7,2152,133.2
40.7,24.4,61.9,52.9,82.7,47.8,11.0,59.3,24.9,12.4,2849,163.1
32.8,32.1,68.7,61.1,85.2,45.7,11.4,59.6,21.8,7.3,2819,169.2
50.1,19.4,66.9,62.4,85.7,52.2,8.5,55.8,14.3,7.9,2008,129.1
38.2,31.7,66.5,74.4,88.9,48.8,7.7,65.0,13.4,3.2,2371,165.1
44.4,33.1,69.7,67.7,83.8,42.6,10.9,54.9,21.9,6.2,1876,112.1
61.3,31.6,63.7,48.3,90.1,43.5,12.0,55.7,25.8,7.8,2014,118.2
44.7,28.7,65.2,74.8,91.2,42.6,6.6,59.1,15.5,8.1,2596,161
47.0,18.9,63.5,63.4,90.7,49.4,6.4,53.0,16.7,11.0,3356,192.2
34.7,28.4,60.9,68.2,86.9,44.2,8.5,57.1,17.6,8.2,2412,146
36.4,29.5,62.6,73.8,87.1,48.3,7.9,63.6,15.3,6.9,3250,201
34.4,30.2,70.0,62.5,84.2,45.8,11.1,59.7,25.3,7.4,1869,110
42.1,33.4,62.9,75.5,85.5,44.4,8.6,60.5,16.7,4.9,1811,116.1
44.6,19.2,70.3,43.8,89.6,52.4,8.9,54.0,13.2,9.2,1936,122.2
45.8,27.9,66.4,66.5,85.5,47.8,9.5,63.5,23.1,6.5,3298,203
46.4,32.1,62.9,65.6,85.7,43.6,10.1,61.5,17.7,5.3,1699,105.2
34.6,32.6,72.7,62.5,89.0,54.0,9.9,58.6,16.8,4.8,2097,143.2
34.2,32.1,70.0,59.2,84.2,45.6,12.2,61.9,22.1,7.8,3085,181.2
46.9,31.0,67.0,64.2,86.9,43.5,10.0,58.2,17.1,7.5,3086,194.1
50.8,25.9,67.8,76.1,92.6,45.7,5.6,57.8,12.0,6.3,2663,164.2
42.4,26.4,58.8,59.3,84.9,43.7,9.8,53.4,23.0,14.9,1757,101.1
40.0,29.8,68.1,40.7,83.9,51.8,14.1,62.4,25.6,5.5,1809,114
48.0,23.6,60.0,58.1,87.5,49.2,8.7,54.7,21.3,11.1,1859,107.2
46.9,28.2,67.1,75.1,84.2,48.4,8.8,64.8,16.7,8.2,2924,190
48.7,25.7,64.8,62.9,86.9,47.1,9.0,59.9,20.7,8.6,3092,190
32.7,20.1,71.7,55.6,85.5,56.1,9.7,61.7,19.6,6.4,2859,164.2
38.5,15.3,64.3,47.3,81.7,51.6,10.0,51.6,20.7,15.3,2713,154
31.2,30.1,67.6,66.8,85.2,41.7,10.0,57.4,21.8,7.4,2233,135
40.8,19.9,67.6,54.2,86.0,53.9,9.2,56.2,17.6,7.8,2234,128.2
42.9,26.9,64.6,71.2,89.8,43.5,7.2,58.1,14.7,9.3,2074,122.1
34.3,29.4,64.8,76.4,89.2,46.0,6.9,57.9,18.3,8.3,2499,156
44.6,22.9,68.5,53.0,90.0,54.1,8.6,60.4,16.1,6.6,3041,196
45.5,26.8,67.9,74.3,89.3,44.4,7.0,57.8,12.2,9.0,2027,118
36.9,21.4,65.2,65.6,90.4,50.8,6.8,58.5,11.8,6.0,3263,200
38.5,30.8,68.0,65.4,85.2,42.7,10.3,61.6,24.4,7.3,2911,168.1
45.7,32.2,65.6,78.7,91.9,43.6,6.1,61.7,11.0,5.5,3306,210.1
38.6,23.4,65.4,60.1,88.4,50.8,8.4,57.9,16.7,8.3,3214,204
34.9,18.7,70.1,67.8,86.2,56.5,8.0,60.2,15.2,6.2,2119,136.2
39.2,32.5,70.0,46.1,78.4,47.5,16.4,60.1,33.0,10.0,1814,103
51.9,14.4,67.3,75.8,89.3,54.5,5.5,56.8,11.5,8.6,2731,172.1
47.2,29.6,65.6,61.2,88.3,41.8,9.9,59.9,19.9,8.7,2758,168
50.5,19.2,73.2,50.0,89.4,52.6,8.7,54.2,14.2,8.9,2804,184.2
44.1,17.6,66.5,52.8,89.1,52.6,7.7,54.4,15.5,9.9,3259,193
48.1,26.9,70.1,52.2,83.3,47.5,12.3,55.8,20.0,9.8,2984,180.1
43.3,30.8,63.3,75.1,88.7,41.9,7.5,62.9,14.6,5.9,2833,176
50.6,34.2,68.7,76.8,91.0,42.5,7.2,66.0,10.7,4.2,3383,222
54.0,23.5,66.9,52.2,87.4,48.5,9.8,56.9,18.3,10.3,2989,178
38.9,20.7,72.8,47.0,88.1,54.4,9.7,63.8,15.7,5.8,3056,201
45.5,29.6,64.8,74.9,86.8,46.8,7.9,57.8,14.8,8.9,2066,119.1
50.1,31.5,64.7,71.1,88.3,48.3,8.3,64.0,18.5,6.5,1703,113
40.0,24.4,63.3,64.9,90.8,50.9,7.2,60.3,12.1,5.7,3273,211.1
38.8,22.4,67.8,61.0,87.0,52.9,8.7,58.1,19.7,8.6,3172,190.1
42.0,28.5,66.5,72.1,87.9,47.6,8.0,61.6,17.3,6.3,2462,152.2
37.4,26.1,68.5,67.5,88.2,50.6,8.2,59.1,16.3,7.7,2488,152.2
36.2,28.3,65.8,72.2,87.6,49.2,8.0,57.1,18.8,8.3,3007,175.2
41.2,32.6,65.6,68.1,85.3,47.2,10.0,63.4,21.1,6.7,2120,123.1
37.7,22.3,65.1,60.5,86.6,54.1,8.7,61.6,20.1,10.2,3184,181.2
42.5,23.6,73.5,64.1,84.4,50.9,9.9,61.2,15.7,7.1,3159,200.1
45.9,24.7,67.6,72.0,88.1,44.9,7.4,60.9,11.6,6.4,3340,217
47.0,23.3,60.9,66.1,88.4,47.6,7.5,55.5,17.2,9.9,2478,146
43.8,30.9,68.6,63.9,83.6,41.2,11.2,58.6,23.7,12.5,1831,100
40.4,26.5,69.8,63.2,79.3,52.3,12.0,60.7,20.6,5.3,3116,193.2
36.5,22.3,65.8,72.6,90.6,51.2,6.1,59.4,13.6,8.0,3271,193.2
55.3,31.5,62.6,68.8,88.2,44.6,8.7,60.3,19.3,5.7,2836,177
53.4,23.3,65.2,63.0,93.1,50.2,6.5,56.6,14.4,8.5,2470,152
38.2,29.3,68.0,80.7,92.1,43.3,5.5,60.8,12.5,5.9,1680,102
45.6,24.3,65.8,71.9,86.7,46.1,7.7,53.3,19.7,10.1,2845,162.1
41.6,26.8,68.5,74.0,88.7,54.6,7.3,67.3,12.1,4.6,2478,162.1
39.6,29.0,63.6,76.8,90.3,45.9,6.4,59.3,14.6,7.4,3316,208
48.4,27.7,73.6,53.7,88.2,58.2,10.4,65.4,13.6,2.4,2545,176.2
32.6,27.7,65.6,65.3,83.9,51.4,10.0,62.7,20.4,7.3,3041,176.2
39.6,33.1,63.6,70.8,88.3,41.3,8.7,64.4,19.0,5.1,2849,176.2
42.2,29.1,65.3,61.3,88.0,42.2,9.7,59.4,19.0,10.7,3089,176.2
46.2,26.6,70.2,53.6,89.8,50.1,9.6,55.1,17.3,5.5,2771,176.2
59.6,20.1,71.0,49.3,92.3,50.1,7.8,55.0,10.0,9.7,2090,133
43.8,32.4,68.2,70.3,86.4,48.5,9.4,63.3,18.5,6.3,2753,170.1
43.5,20.1,66.0,67.4,89.4,55.3,6.7,59.3,18.2,6.6,3235,189
46.2,31.7,64.8,64.0,84.2,40.1,11.0,57.9,23.6,7.9,3131,180.2
51.7,30.5,64.3,70.6,91.9,40.9,7.4,57.0,16.5,8.4,2100,126.2
51.1,29.5,65.5,61.1,88.8,43.0,9.7,63.5,21.1,8.7,3217,201.1
47.4,29.1,65.6,68.1,89.5,44.6,8.2,61.7,20.5,8.2,3109,184.2
41.3,33.1,65.4,61.7,87.2,44.7,10.7,67.0,22.2,6.8,3159,184.2
48.2,30.5,67.7,61.1,86.3,43.9,10.7,59.7,23.4,8.5,3462,213.2
44.6,32.5,65.5,68.8,91.8,43.2,8.0,64.2,17.8,6.7,2140,130.2
48.7,21.3,62.4,63.5,91.5,48.0,6.6,54.7,16.0,10.5,2684,168
33.3,23.0,68.9,53.4,83.6,54.0,11.1,55.2,19.0,7.5,2929,178.1
46.7,27.2,65.1,56.2,91.1,50.1,8.8,60.3,16.7,7.7,2703,159.2
32.4,25.2,70.7,69.9,87.2,44.9,8.2,58.5,12.6,8.3,1882,114
59.1,18.0,68.8,41.0,87.2,52.4,9.7,57.8,16.3,9.8,2203,136.2
41.9,27.7,64.2,63.4,86.3,45.7,9.5,58.1,20.9,10.6,2687,157.1
44.0,24.5,70.0,45.5,84.1,52.9,12.1,63.3,25.0,8.2,3003,180
46.8,18.2,70.2,60.0,86.6,53.6,8.3,61.5,13.6,8.3,2953,194.1
45.6,28.9,63.0,70.6,91.3,44.5,7.2,63.6,16.8,7.7,3599,215
41.6,30.2,67.6,77.8,93.6,40.9,5.7,56.6,10.4,8.2,2029,126
32.7,30.0,67.6,70.4,80.7,44.5,10.7,60.9,20.4,7.1,2534,150.2
40.9,17.9,67.7,61.1,90.8,50.1,6.5,57.1,13.4,8.5,2248,140.1
42.9,16.7,69.2,60.5,87.0,56.0,7.9,62.5,14.7,7.9,2875,183.2
43.0,26.7,61.4,68.7,89.2,43.9,7.6,64.7,20.4,10.2,2195,130
33.4,29.4,75.0,64.9,85.9,53.3,10.5,62.8,19.6,5.8,3258,200
41.4,25.5,68.3,58.6,86.5,49.3,9.9,59.3,17.9,8.0,1802,111.1
60.1,30.8,66.6,62.4,90.4,44.7,9.3,60.9,19.4,6.3,3102,204
45.9,35.9,67.1,62.8,90.5,41.5,10.4,67.8,20.1,6.2,2503,158.2
44.1,31.9,67.4,58.0,87.1,44.0,11.4,60.0,20.2,8.0,2688,158.2
43.7,29.2,66.5,67.2,89.2,44.6,8.5,64.9,18.9,5.6,2995,193.2
51.0,29.3,67.7,67.3,89.9,41.4,8.4,58.4,16.1,9.1,2987,183.1
48.2,33.9,68.9,59.9,85.3,47.7,11.9,63.8,23.4,3.1,2548,160.2
42.9,36.4,64.5,63.7,89.3,45.3,10.3,66.0,20.7,4.7,1983,127.2
45.3,30.7,63.4,55.6,86.7,42.6,11.3,56.5,23.0,9.0,3281,197.2
44.4,17.7,71.8,59.7,85.3,51.5,8.9,55.6,16.7,9.9,3391,210
44.5,24.0,65.4,61.9,91.0,50.2,7.5,61.7,13.4,7.2,1659,105
44.8,29.1,70.0,69.4,88.5,50.6,8.4,62.9,16.6,5.0,3198,199.2
45.9,13.9,65.3,34.6,83.2,49.7,10.0,51.1,18.9,15.7,2649,142
45.1,14.9,66.2,49.1,87.5,55.0,8.0,60.8,14.6,7.7,3476,216
42.1,24.9,64.8,61.2,91.2,56.3,7.4,64.0,15.1,4.5,2922,193.1
44.7,25.9,64.8,48.5,87.2,46.0,11.0,55.9,24.2,10.4,3050,185
47.8,31.4,66.2,75.2,90.4,44.0,7.1,60.0,15.0,5.6,1800,111
43.5,18.7,70.5,58.8,81.7,50.9,10.3,53.1,18.8,12.3,1936,111
50.3,29.3,63.0,71.6,91.3,44.0,7.0,58.9,14.1,8.2,1790,111
41.2,24.0,60.8,76.4,91.6,41.9,5.4,62.4,18.5,9.3,1925,113
37.2,30.9,63.6,69.0,91.2,49.4,7.6,60.7,15.1,4.5,2251,143.2
43.3,31.6,69.3,68.1,85.2,45.9,10.2,61.6,20.2,5.8,1998,131.1
41.6,17.6,68.9,35.4,85.1,53.7,10.8,59.5,19.0,6.6,3610,223.2
44.4,26.7,63.5,63.6,89.0,49.9,8.3,58.0,17.9,8.3,2636,174.1
45.2,27.4,66.9,58.1,89.4,53.2,9.1,59.8,21.0,7.0,2661,162
36.0,30.2,67.5,61.1,87.2,40.7,10.5,57.4,18.2,8.9,2625,164
36.1,24.6,69.0,72.1,85.5,44.8,8.3,57.7,18.6,8.2,2639,151.2
51.6,23.1,65.3,50.6,88.4,48.7,9.5,55.1,19.8,10.1,2807,166
53.2,31.7,67.0,72.2,89.9,45.4,7.9,64.6,12.1,8.9,3078,198.2
32.7,23.7,67.7,69.4,89.0,55.1,7.3,62.1,14.6,6.6,3361,200.2
38.3,21.0,68.2,46.8,82.9,50.5,11.4,56.9,21.8,11.2,3049,172
43.8,35.2,63.9,74.7,91.4,44.9,7.4,67.7,16.3,2.8,2612,174
38.4,24.2,66.5,54.1,84.2,52.0,10.8,60.9,23.0,9.2,3480,204.2
54.8,27.6,63.2,71.0,91.5,44.4,6.8,61.6,13.5,8.1,1685,104.1
34.1,28.5,65.2,69.1,88.2,45.5,8.3,65.7,20.1,6.7,3207,200.1
35.3,31.4,67.9,81.5,92.2,54.1,5.5,71.7,14.4,2.5,2255,155.1
51.5,33.4,59.4,70.9,88.5,48.5,8.3,59.1,19.9,6.3,2493,157.1
47.6,28.1,65.6,68.2,92.0,44.8,7.3,59.6,15.3,9.0,2256,143
47.8,26.7,64.1,75.6,91.6,43.0,6.0,53.9,12.6,9.9,2630,159.1
44.4,32.3,69.6,53.7,84.3,43.9,13.2,61.1,24.3,7.6,1963,114.1
44.5,24.5,65.5,52.6,89.4,51.6,9.2,63.8,18.5,6.1,2978,179.2
41.4,11.2,71.3,43.4,86.0,55.9,8.4,52.9,17.9,11.3,2904,165.1
38.0,23.4,69.4,74.1,90.3,56.1,6.4,62.0,11.2,5.9,2365,151
51.3,29.2,62.5,71.3,91.6,45.3,6.9,63.9,15.7,7.0,2498,153
48.3,21.9,66.6,63.6,89.6,48.4,7.5,55.1,17.2,10.7,2628,153
41.6,24.5,68.7,69.4,88.1,47.1,7.8,56.5,17.8,8.2,2904,171.1
37.9,16.2,66.6,49.4,90.0,53.7,7.3,57.5,14.7,9.7,2227,138.2
54.8,29.9,66.4,57.1,86.4,43.2,11.2,56.5,19.2,9.5,2430,157
46.6,24.4,67.1,54.6,89.8,55.8,8.7,61.7,19.1,4.4,3030,210
47.0,29.1,65.4,55.0,87.3,47.4,10.8,63.3,24.6,7.8,2356,142.2
43.1,30.4,66.7,63.4,90.0,43.6,9.2,61.0,17.6,5.4,3127,197.2
39.1,21.5,71.5,64.0,88.9,50.8,7.8,54.7,13.6,9.7,3056,183.1
41.5,22.3,67.6,73.2,86.2,49.7,7.6,58.0,18.3,9.7,2281,128.1
41.5,32.8,66.2,68.0,85.7,47.6,10.0,65.1,24.2,3.8,3273,207.2
42.3,25.9,68.2,49.1,84.8,53.2,11.6,64.6,21.2,5.1,3322,215.2
51.0,20.7,66.0,49.1,89.2,50.5,8.8,55.6,17.4,11.3,3293,199.1
47.4,31.3,65.9,68.4,87.0,43.3,9.3,55.7,16.2,10.1,2603,160.2
45.7,28.8,66.6,72.2,87.4,44.3,8.2,52.4,16.8,7.9,1751,101.2
56.2,19.0,68.8,60.5,88.8,50.5,7.6,56.0,14.7,8.7,3295,225.2
32.1,22.1,68.5,61.8,88.2,54.1,8.2,61.0,13.5,6.2,3232,207.1
38.3,17.7,74.1,72.8,85.8,54.0,7.8,59.9,15.1,7.0,1956,128
49.9,25.1,65.8,53.9,89.2,53.6,9.1,61.2,16.9,9.0,3013,193
40.3,30.6,65.1,68.4,84.1,45.4,9.9,62.2,20.9,6.7,3344,195
36.6,31.5,66.3,80.9,90.3,49.4,6.2,65.4,10.5,3.8,2303,152.1
39.5,29.1,69.4,62.9,88.5,46.6,9.5,62.4,18.9,5.9,2106,132
55.1,28.7,65.4,74.6,91.3,41.0,6.6,60.7,13.0,7.3,2052,132
47.1,16.4,70.7,34.0,83.5,51.1,11.2,54.3,18.6,11.1,2723,164.1
50.9,31.8,63.2,52.8,89.2,38.7,11.9,59.0,23.8,10.3,2422,142
52.1,28.2,65.5,65.9,92.9,46.9,7.3,60.3,14.2,7.2,3051,194.2
48.9,21.3,65.8,72.0,92.2,48.8,5.5,56.2,11.0,10.6,1988,121.2
56.1,28.4,67.1,65.6,90.0,46.8,8.3,63.2,12.2,7.1,1854,123.2
33.0,32.4,66.6,67.0,86.6,44.6,9.9,68.9,19.8,4.5,1638,101.1
47.3,30.4,64.5,67.7,90.1,46.5,8.2,62.4,21.3,7.8,2322,133.2
45.4,24.3,65.9,66.7,89.1,49.7,7.6,57.5,14.6,7.2,1773,107.1
44.4,19.9,68.8,49.8,89.2,57.0,8.6,64.2,16.9,4.6,3357,220.2
